data-hora,chuva-horaria-mm,nivel-cm
18/07/2024 18:15:00,0.00,240.00
18/07/2024 18:00:00,0.00,240.00
18/07/2024 17:45:00,0.00,240.00
18/07/2024 17:30:00,0.00,240.00
18/07/2024 17:15:00,0.00,240.00
18/07/2024 17:00:00,0.00,240.00
18/07/2024 16:45:00,0.00,240.00
18/07/2024 16:30:00,0.00,239.00
18/07/2024 16:15:00,0.00,239.00
18/07/2024 16:00:00,0.00,239.00
18/07/2024 15:45:00,0.00,240.00
18/07/2024 15:30:00,0.00,239.00
18/07/2024 15:15:00,0.00,239.00
18/07/2024 15:00:00,0.00,238.00
18/07/2024 14:45:00,0.00,238.00
18/07/2024 14:30:00,0.00,238.00
18/07/2024 14:15:00,0.00,238.00
18/07/2024 14:00:00,0.00,237.00
18/07/2024 13:45:00,0.00,237.00
18/07/2024 13:30:00,0.00,237.00
18/07/2024 13:15:00,0.00,237.00
18/07/2024 13:00:00,0.00,237.00
18/07/2024 12:45:00,0.00,237.00
18/07/2024 12:30:00,0.00,237.00
18/07/2024 12:15:00,0.00,237.00
18/07/2024 12:00:00,0.00,237.00
18/07/2024 11:45:00,0.00,237.00
18/07/2024 11:30:00,0.00,237.00
18/07/2024 11:15:00,0.00,237.00
18/07/2024 11:00:00,0.00,237.00
18/07/2024 10:45:00,0.00,237.00
18/07/2024 10:30:00,0.00,236.00
18/07/2024 10:15:00,0.00,237.00
18/07/2024 10:00:00,0.00,237.00
18/07/2024 09:45:00,0.00,237.00
18/07/2024 09:30:00,0.00,237.00
18/07/2024 09:15:00,0.00,237.00
18/07/2024 09:00:00,0.00,238.00
18/07/2024 08:45:00,0.00,238.00
18/07/2024 08:30:00,0.00,238.00
18/07/2024 08:15:00,0.00,238.00
18/07/2024 08:00:00,0.00,238.00
18/07/2024 07:45:00,0.00,239.00
18/07/2024 07:30:00,0.00,239.00
18/07/2024 07:15:00,0.00,239.00
18/07/2024 07:00:00,0.00,238.00
18/07/2024 06:45:00,0.00,239.00
18/07/2024 06:30:00,0.00,238.00
18/07/2024 06:15:00,0.00,238.00
18/07/2024 06:00:00,0.00,239.00
18/07/2024 05:45:00,0.00,239.00
18/07/2024 05:30:00,0.00,239.00
18/07/2024 05:15:00,0.00,239.00
18/07/2024 05:00:00,0.00,239.00
18/07/2024 04:45:00,0.00,239.00
18/07/2024 04:30:00,0.00,240.00
18/07/2024 04:15:00,0.00,240.00
18/07/2024 04:00:00,0.00,240.00
18/07/2024 03:45:00,0.00,240.00
18/07/2024 03:30:00,0.00,241.00
18/07/2024 03:15:00,0.00,241.00
18/07/2024 03:00:00,0.00,242.00
18/07/2024 02:45:00,0.00,242.00
18/07/2024 02:30:00,0.00,242.00
18/07/2024 02:15:00,0.00,243.00
18/07/2024 02:00:00,0.00,243.00
18/07/2024 01:45:00,0.00,244.00
18/07/2024 01:30:00,0.00,244.00
18/07/2024 01:15:00,0.00,244.00
18/07/2024 01:00:00,0.00,244.00
18/07/2024 00:45:00,0.00,244.00
18/07/2024 00:30:00,0.00,245.00
18/07/2024 00:15:00,0.00,245.00
18/07/2024 00:00:00,0.00,245.00
17/07/2024 23:45:00,0.00,245.00
17/07/2024 23:30:00,0.00,245.00
17/07/2024 23:15:00,0.00,245.00
17/07/2024 23:00:00,0.00,245.00
17/07/2024 22:45:00,0.00,245.00
17/07/2024 22:30:00,0.00,245.00
17/07/2024 22:15:00,0.00,245.00
17/07/2024 22:00:00,0.00,244.00
17/07/2024 21:45:00,0.00,244.00
17/07/2024 21:30:00,0.00,243.00
17/07/2024 21:15:00,0.00,243.00
17/07/2024 21:00:00,0.00,243.00
17/07/2024 20:45:00,0.00,241.00
17/07/2024 20:30:00,0.00,242.00
17/07/2024 20:15:00,0.00,241.00
17/07/2024 20:00:00,0.00,241.00
17/07/2024 19:45:00,0.00,242.00
17/07/2024 19:30:00,0.00,242.00
17/07/2024 19:15:00,0.00,240.00
17/07/2024 19:00:00,0.00,242.00
17/07/2024 18:45:00,0.00,242.00
17/07/2024 18:30:00,0.00,242.00
17/07/2024 18:15:00,0.00,242.00
17/07/2024 18:00:00,0.00,242.00
17/07/2024 17:45:00,0.00,242.00
17/07/2024 17:30:00,0.00,243.00
17/07/2024 17:15:00,0.00,243.00
17/07/2024 17:00:00,0.00,243.00
17/07/2024 16:45:00,0.00,243.00
17/07/2024 16:30:00,0.00,243.00
17/07/2024 16:15:00,0.00,244.00
17/07/2024 16:00:00,0.00,243.00
17/07/2024 15:45:00,0.00,243.00
17/07/2024 15:30:00,0.00,242.00
17/07/2024 15:15:00,0.00,242.00
17/07/2024 15:00:00,0.00,242.00
17/07/2024 14:45:00,0.00,241.00
17/07/2024 14:30:00,0.00,241.00
17/07/2024 14:15:00,0.00,241.00
17/07/2024 14:00:00,0.00,241.00
17/07/2024 13:45:00,0.00,241.00
17/07/2024 13:30:00,0.00,241.00
17/07/2024 13:15:00,0.00,241.00
17/07/2024 13:00:00,0.00,241.00
17/07/2024 12:45:00,0.00,241.00
17/07/2024 12:30:00,0.00,241.00
17/07/2024 12:15:00,0.00,241.00
17/07/2024 12:00:00,0.00,241.00
17/07/2024 11:45:00,0.00,241.00
17/07/2024 11:30:00,0.00,240.00
17/07/2024 11:15:00,0.00,240.00
17/07/2024 11:00:00,0.00,241.00
17/07/2024 10:45:00,0.00,241.00
17/07/2024 10:30:00,0.00,240.00
17/07/2024 10:15:00,0.00,240.00
17/07/2024 10:00:00,0.00,241.00
17/07/2024 09:45:00,0.00,241.00
17/07/2024 09:30:00,0.00,240.00
17/07/2024 09:15:00,0.00,241.00
17/07/2024 09:00:00,0.00,240.00
17/07/2024 08:45:00,0.00,241.00
17/07/2024 08:30:00,0.00,241.00
17/07/2024 08:15:00,0.00,241.00
17/07/2024 08:00:00,0.00,241.00
17/07/2024 07:45:00,0.00,242.00
17/07/2024 07:30:00,0.00,242.00
17/07/2024 07:15:00,0.00,242.00
17/07/2024 07:00:00,0.00,243.00
17/07/2024 06:45:00,0.00,242.00
17/07/2024 06:30:00,0.00,243.00
17/07/2024 06:15:00,0.00,243.00
17/07/2024 06:00:00,0.00,243.00
17/07/2024 05:45:00,0.00,243.00
17/07/2024 05:30:00,0.00,243.00
17/07/2024 05:15:00,0.00,243.00
17/07/2024 05:00:00,0.00,244.00
17/07/2024 04:45:00,0.00,244.00
17/07/2024 04:30:00,0.00,245.00
17/07/2024 04:15:00,0.00,245.00
17/07/2024 04:00:00,0.00,245.00
17/07/2024 03:45:00,0.00,245.00
17/07/2024 03:30:00,0.00,246.00
17/07/2024 03:15:00,0.00,246.00
17/07/2024 03:00:00,0.00,246.00
17/07/2024 02:45:00,0.00,246.00
17/07/2024 02:30:00,0.00,246.00
17/07/2024 02:15:00,0.00,246.00
17/07/2024 02:00:00,0.00,246.00
17/07/2024 01:45:00,0.00,247.00
17/07/2024 01:30:00,0.00,246.00
17/07/2024 01:15:00,0.00,247.00
17/07/2024 01:00:00,0.00,247.00
17/07/2024 00:45:00,0.00,247.00
17/07/2024 00:30:00,0.00,247.00
17/07/2024 00:15:00,0.00,247.00
17/07/2024 00:00:00,0.00,247.00
16/07/2024 23:45:00,0.00,247.00
16/07/2024 23:30:00,0.00,247.00
16/07/2024 23:15:00,0.00,247.00
16/07/2024 23:00:00,0.00,247.00
16/07/2024 22:45:00,0.00,247.00
16/07/2024 22:30:00,0.00,247.00
16/07/2024 22:15:00,0.00,247.00
16/07/2024 22:00:00,0.00,247.00
16/07/2024 21:45:00,0.00,247.00
16/07/2024 21:30:00,0.00,247.00
16/07/2024 21:15:00,0.00,247.00
16/07/2024 21:00:00,0.00,247.00
16/07/2024 20:45:00,0.00,247.00
16/07/2024 20:30:00,0.00,248.00
16/07/2024 20:15:00,0.00,248.00
16/07/2024 20:00:00,0.00,248.00
16/07/2024 19:45:00,0.00,248.00
16/07/2024 19:30:00,0.00,248.00
16/07/2024 19:15:00,0.00,249.00
16/07/2024 19:00:00,0.20,249.00
16/07/2024 18:45:00,0.00,249.00
16/07/2024 18:30:00,0.00,249.00
16/07/2024 18:15:00,0.00,249.00
16/07/2024 18:00:00,0.00,250.00
16/07/2024 17:45:00,0.00,250.00
16/07/2024 17:30:00,0.00,250.00
16/07/2024 17:15:00,0.00,250.00
16/07/2024 17:00:00,0.00,250.00
16/07/2024 16:45:00,0.00,250.00
16/07/2024 16:30:00,0.00,250.00
16/07/2024 16:15:00,0.00,251.00
16/07/2024 16:00:00,0.00,251.00
16/07/2024 15:45:00,0.00,250.00
16/07/2024 15:30:00,0.00,251.00
16/07/2024 15:15:00,0.00,251.00
16/07/2024 15:00:00,0.00,251.00
16/07/2024 14:45:00,0.00,251.00
16/07/2024 14:30:00,0.00,252.00
16/07/2024 14:15:00,0.00,251.00
16/07/2024 14:00:00,0.00,251.00
16/07/2024 13:45:00,0.00,251.00
16/07/2024 13:30:00,0.00,251.00
16/07/2024 13:15:00,0.00,251.00
16/07/2024 13:00:00,0.00,251.00
16/07/2024 12:45:00,0.00,251.00
16/07/2024 12:30:00,0.00,251.00
16/07/2024 12:15:00,0.20,251.00
16/07/2024 12:00:00,0.40,251.00
16/07/2024 11:45:00,0.60,251.00
16/07/2024 11:30:00,0.40,251.00
16/07/2024 11:15:00,0.80,251.00
16/07/2024 11:00:00,0.00,251.00
16/07/2024 10:45:00,0.00,251.00
16/07/2024 10:30:00,0.00,252.00
16/07/2024 10:15:00,0.00,251.00
16/07/2024 10:00:00,0.20,251.00
16/07/2024 09:45:00,0.00,251.00
16/07/2024 09:30:00,0.00,252.00
16/07/2024 09:15:00,0.00,252.00
16/07/2024 09:00:00,0.00,252.00
16/07/2024 08:45:00,0.00,252.00
16/07/2024 08:30:00,0.00,252.00
16/07/2024 08:15:00,0.00,252.00
16/07/2024 08:00:00,0.00,254.00
16/07/2024 07:45:00,0.00,252.00
16/07/2024 07:30:00,0.00,252.00
16/07/2024 07:15:00,0.00,252.00
16/07/2024 07:00:00,0.00,252.00
16/07/2024 06:45:00,0.00,252.00
16/07/2024 06:30:00,0.00,252.00
16/07/2024 06:15:00,0.00,252.00
16/07/2024 06:00:00,0.00,252.00
16/07/2024 05:45:00,0.00,252.00
16/07/2024 05:30:00,0.00,252.00
16/07/2024 05:15:00,0.00,252.00
16/07/2024 05:00:00,0.00,252.00
16/07/2024 04:45:00,0.00,253.00
16/07/2024 04:30:00,0.00,253.00
16/07/2024 04:15:00,0.00,253.00
16/07/2024 04:00:00,0.00,253.00
16/07/2024 03:45:00,0.00,253.00
16/07/2024 03:30:00,0.00,253.00
16/07/2024 03:15:00,0.00,253.00
16/07/2024 03:00:00,0.00,253.00
16/07/2024 02:45:00,0.00,253.00
16/07/2024 02:30:00,0.00,253.00
16/07/2024 02:15:00,0.00,253.00
16/07/2024 02:00:00,0.00,253.00
16/07/2024 01:45:00,0.00,253.00
16/07/2024 01:30:00,0.00,254.00
16/07/2024 01:15:00,0.00,254.00
16/07/2024 01:00:00,0.00,253.00
16/07/2024 00:45:00,0.00,254.00
16/07/2024 00:30:00,0.00,253.00
16/07/2024 00:15:00,0.00,253.00
16/07/2024 00:00:00,0.00,253.00
15/07/2024 23:45:00,0.00,254.00
15/07/2024 23:30:00,0.00,254.00
15/07/2024 23:15:00,0.00,254.00
15/07/2024 23:00:00,0.00,253.00
15/07/2024 22:45:00,0.00,254.00
15/07/2024 22:30:00,0.00,254.00
15/07/2024 22:15:00,0.00,254.00
15/07/2024 22:00:00,0.00,254.00
15/07/2024 21:45:00,0.00,254.00
15/07/2024 21:30:00,0.00,254.00
15/07/2024 21:15:00,0.00,254.00
15/07/2024 21:00:00,0.00,254.00
15/07/2024 20:45:00,0.00,254.00
15/07/2024 20:30:00,0.00,255.00
15/07/2024 20:15:00,0.00,255.00
15/07/2024 20:00:00,0.00,255.00
15/07/2024 19:45:00,0.00,255.00
15/07/2024 19:30:00,0.00,255.00
15/07/2024 19:15:00,0.00,255.00
15/07/2024 19:00:00,0.00,256.00
15/07/2024 18:45:00,0.00,255.00
15/07/2024 18:30:00,0.00,256.00
15/07/2024 18:15:00,0.00,256.00
15/07/2024 18:00:00,0.00,256.00
15/07/2024 17:45:00,0.00,256.00
15/07/2024 17:30:00,0.00,257.00
15/07/2024 17:15:00,0.00,257.00
15/07/2024 17:00:00,0.00,257.00
15/07/2024 16:45:00,0.00,257.00
15/07/2024 16:30:00,0.00,257.00
15/07/2024 16:15:00,0.00,257.00
15/07/2024 16:00:00,0.00,257.00
15/07/2024 15:45:00,0.00,258.00
15/07/2024 15:30:00,0.00,258.00
15/07/2024 15:15:00,0.00,258.00
15/07/2024 15:00:00,0.00,258.00
15/07/2024 14:45:00,0.00,257.00
15/07/2024 14:30:00,0.00,258.00
15/07/2024 14:15:00,0.00,258.00
15/07/2024 14:00:00,0.00,258.00
15/07/2024 13:45:00,0.00,258.00
15/07/2024 13:30:00,0.00,258.00
15/07/2024 13:15:00,0.00,258.00
15/07/2024 13:00:00,0.00,258.00
15/07/2024 12:45:00,0.00,258.00
15/07/2024 12:30:00,0.00,258.00
15/07/2024 12:15:00,0.00,258.00
15/07/2024 12:00:00,0.00,259.00
15/07/2024 11:45:00,0.00,259.00
15/07/2024 11:30:00,0.00,258.00
15/07/2024 11:15:00,0.00,258.00
15/07/2024 11:00:00,0.00,258.00
15/07/2024 10:45:00,0.00,258.00
15/07/2024 10:30:00,0.00,258.00
15/07/2024 10:15:00,0.00,258.00
15/07/2024 10:00:00,0.00,258.00
15/07/2024 09:45:00,0.00,258.00
15/07/2024 09:30:00,0.00,258.00
15/07/2024 09:15:00,0.00,258.00
15/07/2024 09:00:00,0.00,258.00
15/07/2024 08:45:00,0.00,258.00
15/07/2024 08:30:00,0.00,258.00
15/07/2024 08:15:00,0.00,258.00
15/07/2024 08:00:00,0.00,258.00
15/07/2024 07:45:00,0.00,258.00
15/07/2024 07:30:00,0.00,258.00
15/07/2024 07:15:00,0.00,258.00
15/07/2024 07:00:00,0.00,258.00
15/07/2024 06:45:00,0.00,258.00
15/07/2024 06:30:00,0.00,258.00
15/07/2024 06:15:00,0.00,258.00
15/07/2024 06:00:00,0.00,258.00
15/07/2024 05:45:00,0.00,258.00
15/07/2024 05:30:00,0.00,258.00
15/07/2024 05:15:00,0.00,258.00
15/07/2024 05:00:00,0.00,258.00
15/07/2024 04:45:00,0.00,258.00
15/07/2024 04:30:00,0.00,258.00
15/07/2024 04:15:00,0.00,258.00
15/07/2024 04:00:00,0.00,257.00
15/07/2024 03:45:00,0.00,257.00
15/07/2024 03:30:00,0.00,257.00
15/07/2024 03:15:00,0.00,257.00
15/07/2024 03:00:00,0.00,256.00
15/07/2024 02:45:00,0.00,256.00
15/07/2024 02:30:00,0.00,256.00
15/07/2024 02:15:00,0.00,257.00
15/07/2024 02:00:00,0.00,257.00
15/07/2024 01:45:00,0.00,256.00
15/07/2024 01:30:00,0.00,256.00
15/07/2024 01:15:00,0.00,257.00
15/07/2024 01:00:00,0.00,257.00
15/07/2024 00:45:00,0.00,257.00
15/07/2024 00:30:00,0.00,257.00
15/07/2024 00:15:00,0.00,257.00
15/07/2024 00:00:00,0.00,257.00
14/07/2024 23:45:00,0.00,257.00
14/07/2024 23:30:00,0.00,256.00
14/07/2024 23:15:00,0.00,256.00
14/07/2024 23:00:00,0.00,256.00
14/07/2024 22:45:00,0.00,256.00
14/07/2024 22:30:00,0.00,256.00
14/07/2024 22:15:00,0.00,256.00
14/07/2024 22:00:00,0.00,257.00
14/07/2024 21:45:00,0.00,257.00
14/07/2024 21:30:00,0.00,257.00
14/07/2024 21:15:00,0.00,258.00
14/07/2024 21:00:00,0.00,258.00
14/07/2024 20:45:00,0.00,258.00
14/07/2024 20:30:00,0.00,258.00
14/07/2024 20:15:00,0.00,258.00
14/07/2024 20:00:00,0.00,257.00
14/07/2024 19:45:00,0.20,257.00
14/07/2024 19:30:00,0.00,256.00
14/07/2024 19:15:00,0.00,256.00
14/07/2024 19:00:00,0.00,256.00
14/07/2024 18:45:00,0.20,256.00
14/07/2024 18:30:00,0.00,256.00
14/07/2024 18:15:00,0.00,257.00
14/07/2024 18:00:00,0.00,257.00
14/07/2024 17:45:00,0.00,257.00
14/07/2024 17:30:00,0.00,258.00
14/07/2024 17:15:00,0.00,257.00
14/07/2024 17:00:00,0.00,258.00
14/07/2024 16:45:00,0.00,258.00
14/07/2024 16:30:00,0.00,258.00
14/07/2024 16:15:00,0.00,258.00
14/07/2024 16:00:00,0.00,258.00
14/07/2024 15:45:00,0.00,258.00
14/07/2024 15:30:00,0.00,258.00
14/07/2024 15:15:00,0.00,258.00
14/07/2024 15:00:00,0.20,258.00
14/07/2024 14:45:00,0.20,259.00
14/07/2024 14:30:00,0.40,259.00
14/07/2024 14:15:00,0.40,260.00
14/07/2024 14:00:00,0.00,260.00
14/07/2024 13:45:00,0.00,260.00
14/07/2024 13:30:00,0.00,260.00
14/07/2024 13:15:00,0.00,260.00
14/07/2024 13:00:00,0.00,261.00
14/07/2024 12:45:00,0.00,261.00
14/07/2024 12:30:00,0.00,261.00
14/07/2024 12:15:00,0.00,262.00
14/07/2024 12:00:00,0.00,262.00
14/07/2024 11:45:00,0.00,263.00
14/07/2024 11:30:00,0.00,262.00
14/07/2024 11:15:00,0.20,261.00
14/07/2024 11:00:00,1.60,262.00
14/07/2024 10:45:00,0.60,262.00
14/07/2024 10:30:00,0.00,262.00
14/07/2024 10:15:00,0.00,261.00
14/07/2024 10:00:00,0.00,260.00
14/07/2024 09:45:00,0.00,260.00
14/07/2024 09:30:00,0.20,260.00
14/07/2024 09:15:00,0.00,260.00
14/07/2024 09:00:00,0.00,260.00
14/07/2024 08:45:00,0.00,260.00
14/07/2024 08:30:00,0.00,260.00
14/07/2024 08:15:00,0.20,259.00
14/07/2024 08:00:00,0.00,259.00
14/07/2024 07:45:00,0.00,260.00
14/07/2024 07:30:00,0.00,259.00
14/07/2024 07:15:00,0.00,259.00
14/07/2024 07:00:00,0.00,258.00
14/07/2024 06:45:00,0.20,258.00
14/07/2024 06:30:00,0.60,258.00
14/07/2024 06:15:00,0.60,258.00
14/07/2024 06:00:00,0.40,258.00
14/07/2024 05:45:00,0.00,257.00
14/07/2024 05:30:00,0.00,258.00
14/07/2024 05:15:00,0.20,258.00
14/07/2024 05:00:00,0.00,258.00
14/07/2024 04:45:00,0.00,257.00
14/07/2024 04:30:00,0.00,256.00
14/07/2024 04:15:00,0.00,256.00
14/07/2024 04:00:00,0.00,255.00
14/07/2024 03:45:00,0.20,256.00
14/07/2024 03:30:00,0.20,256.00
14/07/2024 03:15:00,0.40,257.00
14/07/2024 03:00:00,0.40,257.00
14/07/2024 02:45:00,0.20,257.00
14/07/2024 02:30:00,0.20,258.00
14/07/2024 02:15:00,0.20,258.00
14/07/2024 02:00:00,0.40,258.00
14/07/2024 01:45:00,0.60,259.00
14/07/2024 01:30:00,0.60,259.00
14/07/2024 01:15:00,0.40,259.00
14/07/2024 01:00:00,0.00,260.00
14/07/2024 00:45:00,0.20,260.00
14/07/2024 00:30:00,0.00,260.00
14/07/2024 00:15:00,0.20,260.00
14/07/2024 00:00:00,0.20,261.00
13/07/2024 23:45:00,0.00,261.00
13/07/2024 23:30:00,0.00,262.00
13/07/2024 23:15:00,0.40,262.00
13/07/2024 23:00:00,0.60,262.00
13/07/2024 22:45:00,0.80,263.00
13/07/2024 22:30:00,0.20,264.00
13/07/2024 22:15:00,0.00,264.00
13/07/2024 22:00:00,0.80,264.00
13/07/2024 21:45:00,0.60,264.00
13/07/2024 21:30:00,0.60,265.00
13/07/2024 21:15:00,0.20,265.00
13/07/2024 21:00:00,0.00,266.00
13/07/2024 20:45:00,0.20,266.00
13/07/2024 20:30:00,0.00,266.00
13/07/2024 20:15:00,0.00,267.00
13/07/2024 20:00:00,0.20,268.00
13/07/2024 19:45:00,0.20,268.00
13/07/2024 19:30:00,0.00,269.00
13/07/2024 19:15:00,0.00,270.00
13/07/2024 19:00:00,0.00,271.00
13/07/2024 18:45:00,0.00,271.00
13/07/2024 18:30:00,0.00,271.00
13/07/2024 18:15:00,0.00,270.00
13/07/2024 18:00:00,0.00,271.00
13/07/2024 17:45:00,0.00,272.00
13/07/2024 17:30:00,0.00,272.00
13/07/2024 17:15:00,0.00,272.00
13/07/2024 17:00:00,0.00,272.00
13/07/2024 16:45:00,0.00,271.00
13/07/2024 16:30:00,0.00,271.00
13/07/2024 16:15:00,0.00,271.00
13/07/2024 16:00:00,0.00,271.00
13/07/2024 15:45:00,0.00,271.00
13/07/2024 15:30:00,0.00,271.00
13/07/2024 15:15:00,0.00,271.00
13/07/2024 15:00:00,0.00,270.00
13/07/2024 14:45:00,0.00,270.00
13/07/2024 14:30:00,0.00,271.00
13/07/2024 14:15:00,0.00,271.00
13/07/2024 14:00:00,0.00,272.00
13/07/2024 13:45:00,0.00,272.00
13/07/2024 13:30:00,0.00,272.00
13/07/2024 13:15:00,0.00,272.00
13/07/2024 13:00:00,0.00,272.00
13/07/2024 12:45:00,0.00,271.00
13/07/2024 12:30:00,0.00,271.00
13/07/2024 12:15:00,0.00,271.00
13/07/2024 12:00:00,0.00,271.00
13/07/2024 11:45:00,0.00,271.00
13/07/2024 11:30:00,0.00,270.00
13/07/2024 11:15:00,0.00,270.00
13/07/2024 11:00:00,0.00,270.00
13/07/2024 10:45:00,0.00,270.00
13/07/2024 10:30:00,0.00,270.00
13/07/2024 10:15:00,0.00,270.00
13/07/2024 10:00:00,0.00,270.00
13/07/2024 09:45:00,0.00,269.00
13/07/2024 09:30:00,0.00,269.00
13/07/2024 09:15:00,0.00,269.00
13/07/2024 09:00:00,0.00,268.00
13/07/2024 08:45:00,0.00,269.00
13/07/2024 08:30:00,0.00,269.00
13/07/2024 08:15:00,0.00,269.00
13/07/2024 08:00:00,0.00,268.00
13/07/2024 07:45:00,0.00,268.00
13/07/2024 07:30:00,0.00,268.00
13/07/2024 07:15:00,0.00,268.00
13/07/2024 07:00:00,0.00,268.00
13/07/2024 06:45:00,0.00,268.00
13/07/2024 06:30:00,0.00,268.00
13/07/2024 06:15:00,0.00,268.00
13/07/2024 06:00:00,0.00,268.00
13/07/2024 05:45:00,0.00,268.00
13/07/2024 05:30:00,0.00,268.00
13/07/2024 05:15:00,0.00,268.00
13/07/2024 05:00:00,0.00,269.00
13/07/2024 04:45:00,0.00,269.00
13/07/2024 04:30:00,0.00,269.00
13/07/2024 04:15:00,0.00,269.00
13/07/2024 04:00:00,0.00,270.00
13/07/2024 03:45:00,0.00,270.00
13/07/2024 03:30:00,0.00,270.00
13/07/2024 03:15:00,0.00,270.00
13/07/2024 03:00:00,0.00,271.00
13/07/2024 02:45:00,0.00,271.00
13/07/2024 02:30:00,0.00,271.00
13/07/2024 02:15:00,0.00,271.00
13/07/2024 02:00:00,0.00,272.00
13/07/2024 01:45:00,0.00,272.00
13/07/2024 01:30:00,0.00,272.00
13/07/2024 01:15:00,0.00,272.00
13/07/2024 01:00:00,0.00,272.00
13/07/2024 00:45:00,0.00,272.00
13/07/2024 00:30:00,0.00,273.00
13/07/2024 00:15:00,0.00,273.00
13/07/2024 00:00:00,0.00,273.00
12/07/2024 23:45:00,0.00,273.00
12/07/2024 23:30:00,0.00,273.00
12/07/2024 23:15:00,0.00,273.00
12/07/2024 23:00:00,0.00,273.00
12/07/2024 22:45:00,0.00,273.00
12/07/2024 22:30:00,0.00,274.00
12/07/2024 22:15:00,0.00,274.00
12/07/2024 22:00:00,0.00,273.00
12/07/2024 21:45:00,0.00,273.00
12/07/2024 21:30:00,0.00,273.00
12/07/2024 21:15:00,0.00,273.00
12/07/2024 21:00:00,0.00,273.00
12/07/2024 20:45:00,0.00,273.00
12/07/2024 20:30:00,0.00,272.00
12/07/2024 20:15:00,0.00,272.00
12/07/2024 20:00:00,0.00,272.00
12/07/2024 19:45:00,0.00,272.00
12/07/2024 19:30:00,0.00,272.00
12/07/2024 19:15:00,0.00,271.00
12/07/2024 19:00:00,0.00,270.00
12/07/2024 18:45:00,0.00,270.00
12/07/2024 18:30:00,0.00,269.00
12/07/2024 18:15:00,0.00,270.00
12/07/2024 18:00:00,0.00,269.00
12/07/2024 17:45:00,0.00,269.00
12/07/2024 17:30:00,0.00,269.00
12/07/2024 17:15:00,0.00,269.00
12/07/2024 17:00:00,0.00,269.00
12/07/2024 16:45:00,0.00,269.00
12/07/2024 16:30:00,0.00,269.00
12/07/2024 16:15:00,0.00,269.00
12/07/2024 16:00:00,0.00,269.00
12/07/2024 15:45:00,0.00,270.00
12/07/2024 15:30:00,0.00,269.00
12/07/2024 15:15:00,0.00,269.00
12/07/2024 15:00:00,0.00,268.00
12/07/2024 14:45:00,0.00,268.00
12/07/2024 14:30:00,0.00,268.00
12/07/2024 14:15:00,0.00,268.00
12/07/2024 14:00:00,0.00,268.00
12/07/2024 13:45:00,0.00,268.00
12/07/2024 13:30:00,0.00,269.00
12/07/2024 13:15:00,0.00,268.00
12/07/2024 13:00:00,0.00,270.00
12/07/2024 12:45:00,0.00,270.00
12/07/2024 12:30:00,0.00,270.00
12/07/2024 12:15:00,0.00,271.00
12/07/2024 12:00:00,0.00,271.00
12/07/2024 11:45:00,0.00,272.00
12/07/2024 11:30:00,0.00,272.00
12/07/2024 11:15:00,0.00,273.00
12/07/2024 11:00:00,0.00,273.00
12/07/2024 10:45:00,0.00,273.00
12/07/2024 10:30:00,0.00,273.00
12/07/2024 10:15:00,0.00,274.00
12/07/2024 10:00:00,0.00,274.00
12/07/2024 09:45:00,0.00,274.00
12/07/2024 09:30:00,0.00,275.00
12/07/2024 09:15:00,0.00,275.00
12/07/2024 09:00:00,0.00,275.00
12/07/2024 08:45:00,0.00,275.00
12/07/2024 08:30:00,0.00,275.00
12/07/2024 08:15:00,0.00,275.00
12/07/2024 08:00:00,0.00,275.00
12/07/2024 07:45:00,0.00,275.00
12/07/2024 07:30:00,0.00,275.00
12/07/2024 07:15:00,0.00,275.00
12/07/2024 07:00:00,0.00,276.00
12/07/2024 06:45:00,0.00,275.00
12/07/2024 06:30:00,0.00,275.00
12/07/2024 06:15:00,0.00,275.00
12/07/2024 06:00:00,0.00,275.00
12/07/2024 05:45:00,0.00,275.00
12/07/2024 05:30:00,0.00,274.00
12/07/2024 05:15:00,0.00,274.00
12/07/2024 05:00:00,0.00,273.00
12/07/2024 04:45:00,0.00,273.00
12/07/2024 04:30:00,0.00,273.00
12/07/2024 04:15:00,0.00,273.00
12/07/2024 04:00:00,0.00,273.00
12/07/2024 03:45:00,0.00,273.00
12/07/2024 03:30:00,0.00,273.00
12/07/2024 03:15:00,0.00,273.00
12/07/2024 03:00:00,0.00,273.00
12/07/2024 02:45:00,0.00,273.00
12/07/2024 02:30:00,0.00,273.00
12/07/2024 02:15:00,0.00,273.00
12/07/2024 02:00:00,0.00,273.00
12/07/2024 01:45:00,0.00,273.00
12/07/2024 01:30:00,0.00,273.00
12/07/2024 01:15:00,0.00,273.00
12/07/2024 01:00:00,0.00,273.00
12/07/2024 00:45:00,0.00,274.00
12/07/2024 00:30:00,0.00,274.00
12/07/2024 00:15:00,0.00,274.00
12/07/2024 00:00:00,0.00,274.00
11/07/2024 23:45:00,0.00,274.00
11/07/2024 23:30:00,0.00,274.00
11/07/2024 23:15:00,0.00,274.00
11/07/2024 23:00:00,0.00,273.00
11/07/2024 22:45:00,0.00,273.00
11/07/2024 22:30:00,0.00,272.00
11/07/2024 22:15:00,0.00,272.00
11/07/2024 22:00:00,0.00,271.00
11/07/2024 21:45:00,0.00,271.00
11/07/2024 21:30:00,0.00,271.00
11/07/2024 21:15:00,0.00,271.00
11/07/2024 21:00:00,0.00,271.00
11/07/2024 20:45:00,0.00,270.00
11/07/2024 20:30:00,0.00,270.00
11/07/2024 20:15:00,0.00,270.00
